PassengerId,Survived_pred,Prob_survived
1277,1,0.8629170539888202
1278,0,0.14657258269155074
1279,0,0.1493927369852165
1280,0,0.15698521426614337
1281,0,0.1320285509213818
1282,0,0.17267405312016812
1283,1,0.9085990931481829
1284,1,0.5385151266957482
1285,0,0.15613803123003922
1286,0,0.054582743389321946
1287,1,0.8962489186379994
1288,0,0.15409549037804177
1289,1,0.9188218166750071
1290,0,0.1482293538072411
1291,0,0.15794619552117525
1292,1,0.8763145409875306
1293,0,0.14198639978863484
1294,1,0.9024789821088889
1295,0,0.21004503783095138
1296,0,0.22813874782851729
1297,0,0.15630022921599146
1298,0,0.14772553899952645
1299,0,0.38447423396374525
1300,1,0.8627792635059426
1301,1,0.8172311748451716
1302,1,0.8628155546709949
1303,1,0.8787260320732241
1304,1,0.5259169163674113
1305,0,0.14801709972214813
1306,1,0.886267730680563
1307,0,0.1576444010000827
1308,0,0.14801709972214813
1309,0,0.12053724393660323
